Year,Month,NDVI,Rainfall_mm
2020,1,0.21616325979083997,152.78982913675648
2020,2,0.24507659247228586,45.79675270579188
2020,3,,155.86149500832343
2020,4,0.2001244111752444,200.12094114577104
2020,5,0.2582002124688001,26.059663352381616
2020,6,0.2052132938738073,4.5708855533319985
2020,7,0.19449966571819438,0.0
2020,8,0.13784780216471548,0.0
2020,9,0.12187961693244595,0.0
2020,10,0.14249087959548337,8.020466509251502
2020,11,0.14950915108935775,51.593097886458274
2020,12,0.20408206352379027,24.141252570345923
2021,1,0.1501800223287219,40.494508972930426
2021,2,0.14142926652323942,55.13027837464047
2021,3,0.073871120563679,19.651211046022816
2021,4,0.11042766544194535,114.30042012028284
2021,5,,71.99817582132854
2021,6,0.18056062626300726,0.0
2021,7,0.089295024684919,0.0
2021,8,0.055996976099474,0.0
2021,9,0.04619115622089773,0.0
2021,10,0.03362503111556184,5.593450404363236
2021,11,0.04625849881412089,32.081467109888344
2021,12,0.013436925528511244,25.86925323239438
2022,1,0.050681813340102064,37.951026167663834
2022,2,0.13470281947076823,62.15948941834687
2022,3,0.08894956382074838,24.717184130310415
2022,4,,98.61581961999691
2022,5,0.08947863232176188,21.18950903597217
2022,6,0.05771367581351638,0.6998571496336311
2022,7,0.06288486489072938,0.0
2022,8,0.058980901094841436,5.216415545427952e-10
2022,9,0.04744468625110406,0.46913449070763574
2022,10,0.047218094195623575,11.483085905537388
2022,11,0.02631754947810154,47.3773456527497
2022,12,0.04223510234116376,65.33310487911787
2023,1,0.15748488719358042,18.468142949990213
2023,2,0.05979942660352089,5.830536685619259
2023,3,0.05543141257743537,88.489361672232
2023,4,,116.43077199410668
2023,5,,24.709293084701304
2023,6,0.08394174875590488,0.0
2023,7,0.03290129311062159,0.0
2023,8,0.05570159557611983,0.0
2023,9,0.04358946476869844,0.0
2023,10,0.04198794447805618,9.661670932612445
2023,11,0.2618285794590948,154.27324090754323
2023,12,0.07912815915452664,57.51188755398474
2024,1,0.3075785169476273,162.41299338631222
2024,2,0.2631525031233655,36.01977368024401
2024,3,0.25384305920839556,111.99371044889926
2024,4,0.1417508798976642,237.28417855168362
2024,5,0.34936881473945824,79.80233558507987
2024,6,0.23634873318234395,3.310288340271156
2024,7,,0.631237132985353
2024,8,0.19474193930126374,4.528330531193482e-09
2024,9,0.20757087655776127,1.978921131888017
2024,10,0.15150821390568958,8.237839549882125
2024,11,0.12053047262179639,124.64092480712736
2024,12,0.16835331772812656,65.99010860133292
2025,1,0.10181906102895073,52.109886403818145
2025,2,0.19955849063374267,5.658656651083571
2025,3,0.16083187582579953,195.9728149853382
2025,4,0.3254708117098861,112.00510619073957
2025,5,,47.56389559942965
2025,6,,1.4273951915541883
2025,7,0.12240592734887563,0.14823029501461735
2025,8,0.07482435631471793,0.0
2025,9,0.04353346657009653,0.0
2025,10,0.035105380991635286,13.892891844307892
2025,11,0.022655472613416678,12.397869649183775
2025,12,0.024730981491688665,76.01462295575796
2026,1,0.10398606602637273,8.619034267016474
2026,2,0.04400390055161907,153.21366147280952
2026,3,0.2242672451115205,300.62782674301707
2026,4,0.18619169013385733,117.31277286643308
2026,5,0.2514236747154579,25.418923137481986
2026,6,0.2585642223920933,1.2570078318494227
2026,7,0.2528929082432043,
2026,8,0.20667030124472047,
